,0
14228,모범택시 TMI 정리 (스포주의)<br><br><br><br><br><br><br>● 이제훈은 택시기사 이전 직업군인 대위<br>● 어쨋든 이제훈이 속한 파랑새는 불법사업체에다가 범법행위자들임<br>● 검사인 이솜이 추적하는건 파랑새임<br>● 파랑새(김의성)는 복수대상자를 여성사채업자에게 팔아넘기고 돈을 얻음<br>● 첫 화 조두철 = 조두순 저격한거임
14229,캬~~ 멋있다~~~<br>이런 드라마가 있었어요?ㅋㅋ<br>권선징악은 언제나 짜릿해요<br>현실에도 있었으면 좋겠지만....ㅋㅋㅋ<br>1화부터 정주행 들어갑니다
14230,작가가 38사기동대작가인가 스타일이 비슷하네
14231,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=21m00s"">21:00</a> 김의성이 주는 장학금 일진애가 돈벌어서 갚는거임<br><br>파랑새도 사업체 운영해야되니까 공짜는 아닌가봄"
14232,장학증서 줄때 나만 울컥한게 아니구나..
14233,아니 연기 지리넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
14234,싫어요 129개 찍은사람은 어떤사람이지 가해자인가
14235,참교육 드라마 오 셤끝나고 보겠습니다
14236,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=19m24s"">19:24</a> 이장면이 진짜 명장면임 다시 태어난걸 축하해주며 초에 불을 붙히고 유유히 떠나며 그 더러운 가해자는 불며 탄식하는 최고의 참교육 장면"
14237,@오지TV 제 채널 들어오세요 그냥 짤려주길 바래~
14238,학폭 하는 거 보면 진짜😡😡😡😡피가 거꾸로 솟아
14239,현실은 피해자가 도망 다녀야하고 가해자가 떳떳한게 현실...이런 일은 그저 드라마일뿐
14240,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=12m21s"">12:21</a> 이거 본방볼때 계속 대마대마거렸는데 이 대마는 정말 너무 웃겼다ㅋㅋㅋㅋㅋㅋㅋ아이고 대마가 걸려버렸네;;ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
14241,이제훈 카키 점퍼 어떤건지 아시는분 ㅠㅠㅠ 알려주세요 ㅠㅠㅠ
14242,현실판 참교육이네
14243,개지리누
14244,어차피 법으론 저렇게 처벌못하니깐... 그냥 저런사업하는사람이 현실에도 있었으면 좋겠다...
14245,연기는 좋은데 액션신이 좀 아쉽다...
14246,i&#39;m watching this drama. <br>love their acting. <br>amazing
14247,장기둘때대마란얘기꺼냈을때넘웃겼음ㅋㅎㅋㅎㅋㅎ🤣😂🤣😂🤣😂
14248,"징챠배우들연기도그렇구,,,스토리도진심짱인듯ㅅ,,,걍에피소드하나하나가너무우리사횔잘비판해주능거가틈,,,진심작가님도최고,,,⭐👍👍👍👍🌸🥰🔥🔥🔥🥰"
14249,맞을땐  맞어야  정신차리지~~~~~
14250,와 사이다 엄청 통쾌하네
14251,너무 통쾌하다~ 진짜 이런일 해주는 해결사 있으면 사회에 보탬되겠다
14252,SBS는 sbs구나 원작의 느낌 복수물 제외하고 한개도 안비슷하네<br>이것도 나름 재밌는데 컨셉만 같고 느낌이 없어서 아쉽네
14253,김의겸이 왜 나오냐 극단적 정치편향충
14254,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=1m11s"">1:11</a>"
14255,예전엔 바로 싸다구인데 죽여버리고싶다 부모능력처믿는 🐕 놈
14256,마지막에 친구가 덮치는데 움찔하는거 너무 마음아프네
14257,ㅅㅂ 이게다  있어던거 쓰거임 교권은 땅치고  선생들도 있는집 요런데는 손도안됌 우리때선생님들 파워 짱이었는데
14258,촉법소년법자체를 없에야하죠  죄짓고 반성해서 봐주넘들 뒤에 저지르든 지시하든 촉법소년법 폐지해야해야하는데  진짜
14259,"현욱이 싸가지없는 색기로 나오지만 관심 생기신 분들,<br>리얼타임러브 웹드 강추합니다♥️"
14260,우리나라 국어사전은 고쳐야 됩니다. 친구랑 단지 동급생을 동일시 하지마세요. 저런 학폭 가해자는 절대 친구가 아닙니다.
14261,"보고있나? 나은, 다영, 재영, 수진, 혜수, 지수 그 외 것들아~~ 강자에는 찌질이고 약자에게만 강한척 쎈 척하는 것들아~~  후회나 반성은 하고 있냐? ㅋ"
14262,뒤지게 재밌다 ㅋㅋㅋㅋㅋㅋ캬캬ㅑㅋ
14263,진짜 드라마 너무 잼나고 연기자분들 짱이세요 !!! 본방사수 합니다 ..^^<br>미성년자라고 봐주지 않고 똑같이 해서 너무 좋다 !! 정말 !! 현실에서도 이랬으면 ...
14264,"저는 피해자입니다 지금 가해자는 잘살고있더라구여 지나가다가 저마주치면 욕하고지나가고 저는 피해다녀야만 되더라구여 진짜 억울하죠 ,, 학교폭력 올려도 달라지는것도 없더라구요  이영상보고 전 똑같이 피해다니지만 그래도 통쾌함을 느끼고 지나갑니다  선생님들도 니가 피해다니라고 그게 제일 안전한거라고 하시고 그냥 하루하루 피하는게 힘들어서 한번 끄적여봅니다 이번 영상 너무 통쾌 했어요 ! 모든 분들 힘내세요 !!"
14265,@잼민이컨셉 얘야.무식한 소리 그만 좀 하렴. 생긴건 선천적인거야.성격도 마찬가지고. 성격이랑 외모는 물론 환경에 따라 노력에 따라 달라지기도 한다는건 잘 알고있겠지?너같은 애들만 자꾸 엮여서 살게되면 누구라도 불행해질수있다는걸 왜 모르니?똥는 더러워서 피하는거지 무서워서 피하는게 아니란건 알지?학창시절에야 어쩔수없이 엮여살고는 있겠지만 사회나오면 여기 끄적인 니 댓글 꼭 더도덜도말고 10년후에 다시 읽어보길 바란다. 그때 이런게 니가 살 인생에 큰 걸림돌이 되진 않았슴 좋겠구나. 아무리 잘난 연예인이나 체육인도 이런 댓글 하나에 하루아침에 인생 쪽나는거야.니가 아직 철이없어 웃고는 있겠지만 지금에라도 뉘우치고 지운다해도 이미 늦었단다. 보는 눈도 많고 이미 캡쳐는 당했을것이고 지워도 죽을때까지 따라다니는 주홍글씨가 된걸 축하한다. 니 부모님이 불쌍하구나.힘겹게 키우셨을텐데..남은 인생이라도 착하게 효도도 하고 살렴. 이 말밖엔 해줄수가 없구나..ㅠ
14266,@콩이 알고보면 저 아이도 불쌍한 사람입니다 어렸을때부터 저런일을 당하고살아 이제는 당연한 일로 받아들인거죠   이해를 해줘야하는 친구지만 자꾸 찐찐거리는걸 보니 어머니가 본인 낳을때 살이엄청 찐사람인가보네요
14267,"@잼민이컨셉 ㅋㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋㅋ𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 ‎𐨛 웃기네 지금 시국에 나가서 할게 무ㅜ가잇다구,, 님이나 잘챙기세요 남 생각할빠에ㅜㅋㅋ"
14268,@콩이 프사랑 말투부터 찐이노 ㅋㅋㅋ 애니좀 그만보고 밖에나가서 사회생활좀 해라 언제까지 그러고살래
14269,@be may 정답이디ㅡ
14270,이런 학폭을 뒤에서 도와주는 역할을 이나은이 했으면 우짤뻔했놐ㅋㅋㅋㅋㅋㅋ
14271,학교는 안전해야 한다.<br>안전이란 단어만큼 아름다운 말이 없단걸 살면서 많이 느낀다.
14272,너무자연스럽잖아~넘좋아~~ 학교또하면 좋겠다 넘에피소드재미있잖아
14273,와 핵 사이다다ㅋㅋㅋ 이걸로 모든 학폭이 사라지길 바랍니다. 정부들 경찰들 교육부 학교들 학부모들 특히 선생님들 잘 보시길 바랍니다
14274,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=2m53s"">2:53</a> 끄츤이라 안하고 끄튼이라 하는거 좋네"
14275,이제훈 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 데뷔 초창기때 누구보다 일진연기 갑이었는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
14276,쟤네들 조상급이네 ㅋㅋㅋ
14277,@여름 박정민 너무 좋음 연기 잘함
14278,파수꾼 예술ㅋㅋ<br>심지어 피해자 역은 박정민ㅋㅋㅋ
14279,현실에서도  저런  모범택시있음 너무너무좋켔따
14280,이제훈 연기 왜케잘해ㅋㅋ 귀여워서 몇번을 봤는지ㅋㅋ
14281,하...드라만데...과몰입돼서 ㅈㄴ 꼴보기싫다 저 ㅈ같은 가오잡기...으으 개싫어 진짜 드라마에서라도 이렇게 해결해주니 대리만족. 현실에서도 이러면 너무 좋겠다
14282,와 ... 제가 다 시원하네요 .....
14283,이제훈 어벙한 연기  개잘하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ말투 뭔데ㅋㅋㅋ
14284,말이 안되는 스토리라고 해도 너무 사이다임 ㅠㅠ 개행벅
14285,"이나은이 누군지 모르지만 출연안해줘서,고맙다"
14286,내가 학생시절 돈은 안 뜯겨서 다행이라고 생각하기 된다..참..내 얼굴 보면 눈갱 거리면서 가고 몸 어디 스치면 으으~거리면서 손으로 옷 털던 그놈들이 생각나는군
14287,일진연기한애 낯이익더니 웹드라마출신 걔구나 ㅋㅋ 연기얄밉게잘하더라
14288,내가 오늘 낮에 집에서 TV로 모범택시 재방송을 3회까지본걸 유튜브 알고리즘 이녀석은 어떻게 알게된거지? 소오름🥶🥶🥶
14289,이런 드라마 만들어주셔서 감사합니다^^
14290,근데 사람들이 왜 유치하다고 한지 이해는 간다
14291,아 보면서 최현욱이 너무 짜증났는데 진짜..너무 잘생겼다
14292,학폭멈춰!!
14293,학폭 가해자 인과응보ㅋㅋㅋ드라마에서도 현실 배우한테도 적용되다니 여러 의미로 레전드 드라마네요
14294,이런드라마 매일해야한다고 생각한다  비록현실은 그렇지못해도 정의가살아있기를바라는 사람들이 더많기때문에 👍
14295,이제훈 매력 터지네
14296,일진 따까리둘 보니<br>누구둘  연상.<br>가해자보다 더 나쁜게<br>일진 추종자들하구 방관자들.
14297,의성형님 역할 딱이시다~^^ 속이 다 후련하넹..
14298,한명회 아조씨 왜케 착하게 나옴?ㅋㅋㅋ어색하게ㅋㅋㅋ
14299,"대한민국의 검찰, 경찰, 국정원, 법원, 언론들이 그냥 주어진 자기일들만 잘해도 이런 드라마 자체가 아예 존재조차 할 필요가 없을텐데요. 안그래요?"
14300,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=19m10s"">19:10</a> 오우 전율!!!!!!!!!!!!!!!!!!!!!!!꺄우"
14301,말투 ㅋㅋㅋ ~구나. 약올리는 느낌 ㅋㅋㅋ
14302,아니 이제훈 쌤 연기 너무 잘하잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 최현욱도 연기 잘하고
14303,다!크!엔!젤!<br>실제로도 존재했음! 싶다!
14304,이 드라마 감동이다<br>주인공 완죤 짱
14305,표예진 여신ㄷㄷ
14306,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=14m37s"">14:37</a>"
14307,정의구현을 위해 나선 이재훈의 모범택시 너무너무 통쾌합니다~ 진짜 이런분들이 이세상의 쓰레기들을 제거해주면 좋겠네요
14308,어 서울제빵소에서 촬영했네 ㅋㅋㅋ
14309,담배파신할아버지 누군지 아시나요?
14310,"연기, 내용, 음악까지 완벽하네요ㅠㅇㅠ<br>웹툰을 너무 재밌게 봐서 기대했는데 최고에요👍👍<br>이제훈 배우님한테 입덕한 작품인데ㅠㅠㅠ 넘 늦게 입덕해서 아쉬워요🥲"
14311,예진이누나 미모 물 오르셨네 존예심~
14312,몇번째 돌려보기 하는줄 모르겄네<br>유치할거라 생각했는데<br>가슴이 뻥뚫리네
14313,와 의성아재 부산행이랑 완전 딴판이시네
14314,아 시원해~!!!<br>1회부터 넘 속시원합니다<br>칭찬해요~짱 👍
14315,답답했던 속 이 영상으로 다 풀렸네요 감사합니다
14316,Lee Je hoon is one attractive man 😻
14317,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=8m29s"">8:29</a> 찡그응으으으읏"
14318,삽으로 땅파서 대마넣고 그걸손으로다시파서 안나온다고찡찡ㅋㅋ
14319,하와아....ㅈㄴㅈㄴㅈㄴㅈㄴ 씹간지다 ㅁㅊ♡♡♡
14320,저기.. 우리 예찬이 어떻게 된거져?? 귀염뽀짝하던 애기가 어쩌다..
14321,진짜 이런 내용인데...<br>이나은꼈으면 완전 개망할뻔했네...
14322,잘생기면 다예요? 따라와요
14323,아니 왜 싸우고있는데 왜 뒤에선 막대들고 가만히있어ㅋㅋㅋ
14324,이제훈 넘귀엽다
14325,찐 사이다
14326,최현욱 잘되니까 괜스레 내가 뿌듯하네
14327,모범택시 처음 볼 때 : 나도 해달라고 하고 싶다 ㅠㅠ<br>비용 청구할 때 : 맞다 세상에 공짜는 없지 😖
14328,나만 최현욱 댓글 안 보임? 최현욱 존잘 ㅠㅠㅠ 리얼 타임 러브때 부터 봤는데 여기 SBS에서 보니 너무 반가워요. ㅠㅠㅠㅠ
14329,ㅇㅈㅇㅈㅇㅈ 최현욱진짜레알로존잘!!!<br>리타럽에서랑여기에서 갭차이 레전드 처음보는데순간 문예찬???하고 자동으로나와서 <br>부모님이그게 누구야 물어보시는거<br>너무웃겼는데ㅋㅋㅋ
14330,사람이 못된짓을 하면 반드시 되돌아오느니라~
14331,최현욱 로맨스만 보다가 이거 보니까 와 진심.. 몰라 연기 개잘해
14332,예찬아...? 여기서 뭐해?
14333,사이다!!!
14334,어? 뭐야.. 팔콘이 구해주는 거 아니었어?
14335,와 내용 몰랐는데 ㅋㅋ<br>이나은꼈음 큰일날뻔했네 ㅋㅋㄱㅋ
14336,최현욱...... 빛이 난다........... 오빠 꽃길만 걷자🌸🌸
14337,표정 딕션 액션 뭐하나 빠지는게 없네
14338,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=15m32s"">15:32</a> 디스 이즈 스파르따!"
14339,연기 넘 잘해..
14340,그래서 학폭 가해자 연예인들은 퇴출되어야 되고 철저히 벌을 받아야 함 그래야 청소년들이 학폭이 범죄임을 느낄 것임
14341,넘 잘생걌당
14342,최현욱 배우님 예전부터 계속 응원해왔는데 연기 진짜 잘하세요ㅠㅠㅠ
14343,이런게 정의지
14344,Drama name pliz
14345,학폭 사이다네요 ㅋㅋ
14346,Eng subtitle pliz
14347,세상 공짜 좋아 하면 안됨... 등가교환
14348,어떠한 학폭도 용서받지 못한다.<br>가해자는 평생행복할거 같지.피해자의 몇십배 고통을 받아야한다.
14349,최현욱땜에 출첵<br>최현욱 화이팅
14350,헐 ㅁㅊ 최현욱이다!
14351,이런 내용이였군요<br>챙겨봐야겠네요^~
14352,아  이제휸 머쪄~
14353,연기 최고다
14354,근데 진짜 요즘 일진들 저런가요...??????? 궁금하네요.
14355,절대요 현 고딩인데 담배피면서 겉멋부리는애는 있지만 남 괴롭히는애는 없어요
14356,와.. 이 영상만으로 눙물이..
14357,시험 끝나면 정주행 해야지...💧
14358,이나은한테 딱히 악감정은 없지만 저 역할은 소화못했을듯 ㅋㅋㅋㅋ
14359,재밌게 보고 있습니다!!
14360,이런 정의 구현 드라마나 영화 보면 항상 드는 생각이...<br>한편으로는 통쾌하면서도 한편으로는 그만큼 사회가 개판이라는 생각에 여러가지로 마음이 착잡해진다...
14361,이제훈이 서운하네~ 하는데 남친같아ㅜ
14362,대마 혈액검출기간만 버티다 협박 금품갈취 신고하면 역관광 쌉가능<br>집어 넣을 수 있을 때 넣어야지...방심했군요?<br>아 물론 솜방망이겠지만 ㅋ<br><br><br><br><br><br><br>나로써 이해안되는 높은 분들의 혜안으로 맘껏 즐길 수 있는<br>범죄자 새싹들을 조져버리질 못해 드라마로 자위하는 현실이 넘나 슬프다
14363,1억 받고 대역이라니.. 이거 16부작이면 16억 버는거임? 액션은 대역쓰고? 대박...뭐가 정의실현이지
14364,이나은이 했으면 어우야 ㅋㅋㅋㅋㅋ
14365,ㅋㅋㅋㅋ
14366,최현욱 ㄹㅇ 개잘생겼다 근데 참교육 개달달하다
14367,저 남학생 배우분 웹드라마 리얼타임러브 나온 그 배우잖아ㅠㅠ
14368,몇 살 때부터 그렇게 믿음직스러웠냬 ㅋㅋㅋㅋ
14369,진짜 꿀잼이였음 ㅋㅋㅋㅋㅋ 특히 순진한척웃는거 ㅋㅋㅋㅋㅋ
14370,생각보다 너무 재밌게 잘보고 있습니다
14371,드라마 엄청 간지난다... ㄷㄷ
14372,얼마나 양심이 없으면 이런 내용인걸 알면서도 하겠다고 하냐 ㅋ 보는 내내 그 생각밖에 안나서 기가참.... 드라마 잘 되고 있어서 너무 꼬수움 ^ㅅ^
14373,참여린 사람을도와주는  모범택시많았으면좋겟네
14374,제훈이형 저도 사랑의 매좀 때려주세용
14375,여자쌤 자꾸 진심을 뱉으시넿
14376,꼭  촉법소년법 폐지해서 미성년자가 폭력 등 범죄저지르면 성인처럼 처벌되도록합시다 대행업체도 사이다지만 법이 처벌해준다면 진짜 핵사이다겠다.
14377,마지막 눈물핑...
14378,최현욱 너무 잘생겼다 진심
14379,ㄹㅇ 교체 안 됐으면 발연기 볼뻔 ㅠㅠ
14380,"저렇게 능글 맞는 연기를 잘 하시다니.,.,진챠 나 저흔여 몰랐네.,., 진짜 제훈 열쯩 있다..."
14381,이제훈 박은석까지 스브스 금토극은 84년생이 다 이끌었네
14382,웃기고 있네. 빈센조 따라하지마
14383,아 뭐야 표예진 윙크할때 완전매력적이네;;;
14384,학생 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
14385,아 진짜 리타럽 보다가 이거보니까 이질감 들잖아여ㅋㅋㅋ 아무튼 최현욱 배우님 개 존잘..
14386,"속이 시원하네요~ 정인이같이 아동학대나 데이트폭력, 스토킹, 성폭력, 묻지마폭력, 동물학대, 강간범 등등 사회구석구석 제대로 처벌하지 못한 범죄자들 다 치워주세요!!!"
14387,불쌍한 식당 주인.. <br>멀쩡한 밥내놓고 문닫게 생김
14388,잘생기면 다예요? ㅋㅋㅋㅋㅋ
14389,현실도 저렇게 혼내줬으면..
14390,나이가 적다고 죄가 적어지는건 아니다.. 법 만드는 국회의원들아.. 알겠냐?
14391,애들이 유권자들도 아닌데 현실성이 참 떨어지죠<br>그래야 국회의원이 되나봐요
14392,이제훈 연기 쩌네..
14393,친구랑 단어는 잘못된 것 같은반 아이들이 맞음
14394,와중에 빠작 급식돋네
14395,사이다 시원하다가 마지막 어머니보고 눈물난다
14396,법은 판검사와 범죄자  위해  만들어져<br>있으니  이에는이 눈에는눈 이 필요한세상<br>이런 단체가 만들어 졌으면~~
14397,오~~정말 이렇게 선이 악 위에 있기를~♡
14398,박승태 리타럽에서 문예찬역했던 사람아냐ㅠㅠ?
14399,Excellent!
14400,와ㅋㅋㅋㅋ 대마에서 개터졌다 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋ 미춌네
14401,"제발 그냥 이대로 계속 통쾌한사이다드라마로 끝났으면 좋겠다 현실적이지는 않지만 그래서 더욱 매회가 사이다인데, 현실반영 결국엔 반전 뭐 이런것도 좋지만 그냥 그런거없는 이런 사이다드라마 하나쯤 있어도되잖아ㅜㅜ"
14402,그런게 딱히 없는것도 아니지만 있어서 나쁠것도 없죠<br>약간 뇌내망상을 현실로 옮긴 판타지 드라마 너무 좋음
14403,아직 초반이라 스토리 전개상 아직 매인 단계까진 안 왔을꺼에요 아직 맛보기랄까
14404,맞아요 판타지 같은 드라마도 좋지만 ㅎ
14405,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=7m46s"">7:46</a> 영상 잘못튼 연기를 어색하게 연기 못하는 연기를 잘하네"
14406,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=7m46s"">7:46</a> 영상 잘못튼 연기를 어색하게 연기 못하는 연기를 잘하네"
14407,아쉽지만  늘 가슴을 찌르는말이  있어요  &quot;주먹은 법보다 가깝다&quot;
14408,어후.... 실제론 저렇게 못하겠지만... 속은 시원하네요.
14409,어머님한테 이야기 할 때 입 크게 벌려서 이야기 하는 거 좋다...
14410,자기보다 약한사람만 괴롭히는 찌질이들ㅋ<br>쎈놈좀 괴롭혀봐라
14411,이제훈 완전 사이다 복수 ㅋㅋㅋ
14412,대한민국 법좀 이 드마라 처럼 변하자
14413,ㅈㄴ유치해
14414,와 ㄷㄷ하네
14415,Sbs이거나 tvn 저거나
14416,저런 정치적으로 한쪽으로 기운 대깨를 뭐가 아쉽다고 이런 프로그램에서 쓰는지...
14417,진짜 일진은 저렇게 단정하게 교복 안 입음 ㅋ
14418,학폭스토리에 왕따주모자쓰면 역풍오지케맞았겠노
14419,"이제훈 ,이선균을 보고 있으면 마음이 편함. 딱 중간정도 쎄."
14420,근데 저러면 떨어져서 죽기전에 보통 심장마비로 많이들 죽는다해요 ㅎ
14421,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=19m26s"">19:26</a>   와.. 지렸다"
14422,너무 좋네요 드라마 대사중 이 상황이 일어난거에 억울하고 화나서 눈물이 난다면 괴롭힌 애들을 생각하라는 대사 너무 통쾌하네요 마지막 곡 무슨 곡일까요~ 노래 청계천 8가 느낌이라서 슬프네요
14423,이제훈 스턴트  대역이 진정한 배우다.
14424,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=15m30s"">15:30</a> 참스승의 공중 배달 서비스"
14425,문예찬...?
14426,헐... 충격적이다<br>제훈이 행님 줫나게 잘생겼다....<br>여자분들 심장 터질듯....헉헉헉....
14427,이런거 볼때마다 요즘 연예계들 학폭 폭로된거 아주좋은거 같음. 촉법소년이란 뭣같은거 있어서 처벌도 안하는 이나라에서 이런폭로땜에 나락가는 연예인들 처럼 다른 일반인들도 과거 학폭으로 폭로당해 매장당했으면
14428,sbs 드라마 열일하네요!!
14429,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=0m29s"">0:29</a> 묘하게 백경 닮음ㅋㅋㅋㅋㅋㅋ"
14430,이거 짱이네여 갑만에 보는 사이다 드라마 이재훈도 넘 멋지네요
14431,실제론 저런 사이다가 없는 게 아쉽네요
14432,저 일진역 누구양 연기 잘한다 누구 생각나는데... 장기용 느낌도 나고 ㅋㅋㅋ
14433,아 정말 현실에서도 저런 핵사이다처벌이있었음 좋겠따 😭😭😭
14434,이드라마 새월호 하고 비슷한 내용하면 좋겠다ㅎㅎ
14435,속시원한 드라마네^^
14436,최현욱 배우님은 악역도 잘 어울리시네
14437,와 이런 사이다 드라마가 나오다니
14438,너무 쉽게 용서해주네<br>고작 이 정도면 나도 학폭 하면서 살 껄..<br>정민이는 쟤네가 다시 나타나면 어떻게 하지 하며<br>평생 두려워 하며 살텐데 ㅠㅠㅠ<br>이미 망가진애들 그냥 딱 불구로 만들어서<br>진심으로 반성하며 살 수 있게 해줘야지
14439,이제훈 건드리지마라 연기로 액션 커버하고도 넘치는듯..가정방문 끄읏 ㅋ
14440,나은이 학폭 가해자 연기시킵시다
14441,학생이 너무 불쌍하다.
14442,얼굴만 봐도 재밋네 ㅋㅋ 대마드립 ㅆㅅㅌㅊ
14443,역사쌤 아니였음? 체육쌤이였네;;
14444,ㅠㅠ눈물나 해피엔딩~
14445,이제훈 연기 넘 잘한다
14446,살려달라고 빌때까지 때려야 말을 들을껀데 저런것들이 ㅋㅋㅋㅋ 쓰레기들 공부시킬 필요가 없지
14447,"이런 드라마에서 현실 가해자가 나올뻔 했다니,,"
14448,이제훈도 이제훈이라 할말없고 그냥 개좋은데.... 문예찬 왜 일진됐어....??<br>그리고 ㄱㅎㄴ 아니라서 표예진 배우님 역할 더 잘 소화해내 것 같음... ㄱㅎㄴ가 그냥 외적 캐릭터로 좀 맞았다면  표예진 배우님으로 바뀐 후에는 그냥 연기 캐릭터 다 잘해서 좋다 ㅠㅠㅠㅠ
14449,@JaeJae 맞아욬ㅋㅋㅋㅋ 이나은 이름 기억안나서 그냥 김하나한건데 대신 답변 감사드려용
14450,@으앙 김하나 말씀하신 것 같아요. 이나은이 에이틴에서 김하나 역을 맡았었어요
14451,ㄱㅎㄴ가 누군데
14452,보는데... 화가...🤬<br>요즘 정말 무섭.... 어디 나라든... 애들 성숙도가 ㅜㅜ<br><br>그래서 결국... 형량을 높여야 한다는 땅땅땅!!!
14453,안경 끼신분 누군지는 모르겠는데 잘하신다 연기
14454,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=14m24s"">14:24</a> 조폭 연기 왜저래욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
14455,예찬아 흑화한 거니...?
14456,제엔장 기다리고 있었다구
14457,오.. 빈센 조까 사노 보다 훈훈한 게 있었구만..
14458,저정도로 악랄하게 학폭했으면 그냥 죽음으로 응징해도 상관없는데.
14459,현욱이형 ㅈㄴ멋져
14460,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=9m00s"">9:00</a>"
14461,예찬아..왜 여기있냐....홍연이 기다리겠다..
14462,이나은 출연했으면<br>연기지도 직접해줬을텐데 아쉽
14463,전혀 아쉽지 않는데
14464,드라마에서나마 사이다를 봐서 기분이좋다...
14465,이제훈님...능청연기 넘 잘해^^
14466,우리나라 드라마수준 참~~~미드 보고 좀 배워라  쪽팔리다<br>지금 2021년이야
14467,와 진짜 연기 짱 이다 ㅋㅋㅋㅋㅋㅋㅋ
14468,이제훈나랑결혼해의무야제발~!!
14469,눈물난다  머야 이드라마
14470,이딴내용으로 드라마 왜 찍냐?<br>걍 법으로 처벌하는 드라마 만들어라<br>진짜 영화찍지 말고
14471,애들이라 연기는 못하네
14472,나만 리타럽에 예찬에 생각남?예찬이 무서워 ㅎㄷㄷ
14473,와..몰입감 진짜 대단하다...
14474,이게 왜 이슈지 액션신 좋은데
14475,현실은 이렇지 않다는 게 참 한스럽네요
14476,21분 29초에 &quot;벌레같은 새끼들&quot; 에서 &quot;잘됬다&quot; 이 대사 사이에 뭐라고 하는거임?
14477,개 처멋있다 이재훈
14478,와 최현욱 진짜 잘생겼다
14479,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=15m27s"">15:27</a> 살벌하다ㅋㅋㅋ 파수꾼때 눈빛나오네"
14480,와 이렇게 개사이다 드라마였어? 너무 재밌네
14481,"예차나,,,,,,"
14482,완전 잼있어
14483,그렇지 세상에 공짜란게 존재하지 않지 ㅋㅋㅋㅋ
14484,하.. 마지막 눈물나네.
14485,학폭은 그 어떤 이유가 있더라도<br>절대 성립될수있는 이유가 전혀 없다<br><br>학폭은 범죄이다
14486,고딩들이 왜이리 삯았어
14487,Dear SBS can you  put english subtitle please🙏 thanks🇵🇭
14488,우연히 봤는데 넘 재밌네요
14489,이제훈 어리버리연기  대박 ㅋ<br>넘재밋음
14490,표예진💕💕
14491,최현욱은 볼때마다 잘생김 ㄷㄷ
14492,현욱오빠도 나오네ㅡㅜ<br>나는왜자꾸 문예찬오빠로보이지ㅠ
14493,gto
14494,이 시국에 알맞은 썸넬이네
14495,요즘은 왜 사랑으로 감싸야 된다는 소리들을 안 하냐? 말로 해서 될 거 같으면 문제아들이 있겠냐? 말로 안 되는 것들은 니들이 사랑으로 가르쳐
14496,이걸 이나은이 했으면...ㅗㅜㅑ
14497,문녜찬...?!
14498,이제훈 광인이야ㅋㅋ 똘끼충만
14499,착한사람이 승리하는 세상이 되길 🙏
14500,최현욱 개잘생겻네 하
14501,노잼....일수가없어<br>아아아아 몰아서 다보고 싶다
14502,ㅅㅂ 누워서 배긁고 있는데 깜짝이야 내이름  나와서 앉아버렸네 다시 누워야징
14503,ㅈㄴ 핵사이다
14504,걔가 괴롭히는 역할로 나왔으면<br>인생캐 연기하고 여우조연상 받았을듯
14505,요즘시대에 아이디어 좋네
